#,Date-Time (CEST),Temperature   (°C),RH   (%),Dew Point   (°C),Started,Host Connected,End of File
131,04/15/2025 19:30:00,20.11,53.38,10.35,,,
132,04/15/2025 19:45:00,19.77,55.44,10.61,,,
133,04/15/2025 20:00:00,19.52,56.37,10.62,,,
134,04/15/2025 20:15:00,19.24,57.88,10.76,,,
135,04/15/2025 20:30:00,19.07,59.10,10.91,,,
136,04/15/2025 20:45:00,18.77,59.93,10.84,,,
137,04/15/2025 21:00:00,18.54,61.44,11.00,,,
138,04/15/2025 21:15:00,18.28,62.80,11.09,,,
139,04/15/2025 21:30:00,18.03,63.93,11.11,,,
140,04/15/2025 21:45:00,17.65,65.37,11.09,,,
141,04/15/2025 22:00:00,17.30,66.45,11.01,,,
142,04/15/2025 22:15:00,16.66,67.48,10.63,,,
143,04/15/2025 22:30:00,16.17,68.24,10.33,,,
144,04/15/2025 22:45:00,16.03,68.32,10.21,,,
145,04/15/2025 23:00:00,15.83,68.34,10.02,,,
146,04/15/2025 23:15:00,15.34,68.80,9.66,,,
147,04/15/2025 23:30:00,15.09,69.65,9.60,,,
148,04/15/2025 23:45:00,15.24,69.69,9.75,,,
149,04/16/2025 00:00:00,15.53,69.33,9.95,,,
150,04/16/2025 00:15:00,15.57,69.24,9.97,,,
151,04/16/2025 00:30:00,15.47,69.35,9.90,,,
152,04/16/2025 00:45:00,15.29,69.69,9.80,,,
153,04/16/2025 01:00:00,15.06,69.91,9.62,,,
154,04/16/2025 01:15:00,14.80,70.40,9.48,,,
155,04/16/2025 01:30:00,14.39,71.07,9.23,,,
156,04/16/2025 01:45:00,13.80,72.19,8.89,,,
157,04/16/2025 02:00:00,13.25,72.90,8.51,,,
158,04/16/2025 02:15:00,12.43,71.79,7.49,,,
159,04/16/2025 02:30:00,11.51,74.40,7.12,,,
160,04/16/2025 02:45:00,10.78,76.39,6.80,,,
161,04/16/2025 03:00:00,10.21,78.21,6.59,,,
162,04/16/2025 03:15:00,9.85,78.91,6.38,,,
163,04/16/2025 03:30:00,9.41,81.28,6.38,,,
164,04/16/2025 03:45:00,9.50,83.29,6.82,,,
165,04/16/2025 04:00:00,9.53,84.27,7.02,,,
166,04/16/2025 04:15:00,10.11,85.89,7.87,,,
167,04/16/2025 04:30:00,10.38,85.60,8.08,,,
168,04/16/2025 04:45:00,10.63,85.40,8.29,,,
169,04/16/2025 05:00:00,10.74,85.29,8.39,,,
170,04/16/2025 05:15:00,11.17,85.61,8.86,,,
171,04/16/2025 05:30:00,11.73,84.90,9.29,,,
172,04/16/2025 05:45:00,12.05,83.59,9.37,,,
173,04/16/2025 06:00:00,12.19,82.47,9.31,,,
174,04/16/2025 06:15:00,12.26,81.76,9.24,,,
175,04/16/2025 06:30:00,12.15,80.74,8.95,,,
176,04/16/2025 06:45:00,11.72,79.26,8.26,,,
177,04/16/2025 07:00:00,11.38,81.79,8.39,,,
178,04/16/2025 07:15:00,11.25,82.11,8.32,,,
179,04/16/2025 07:30:00,11.77,85.30,9.40,,,
180,04/16/2025 07:45:00,13.47,82.82,10.62,,,
181,04/16/2025 08:00:00,14.91,76.27,10.78,,,
182,04/16/2025 08:15:00,15.77,73.42,11.05,,,
183,04/16/2025 08:30:00,16.81,70.60,11.46,,,
184,04/16/2025 08:45:00,17.88,67.61,11.82,,,
185,04/16/2025 09:00:00,18.88,64.36,12.03,,,
186,04/16/2025 09:15:00,19.76,62.66,12.46,,,
187,04/16/2025 09:30:00,20.55,61.58,12.93,,,
188,04/16/2025 09:45:00,21.00,58.41,12.55,,,
189,04/16/2025 10:00:00,21.04,58.48,12.60,,,
190,04/16/2025 10:15:00,21.42,57.89,12.80,,,
191,04/16/2025 10:30:00,22.94,55.18,13.49,,,
192,04/16/2025 10:45:00,23.81,49.42,12.60,,,
193,04/16/2025 11:00:00,22.29,55.97,13.11,,,
194,04/16/2025 11:15:00,22.55,52.28,12.30,,,
195,04/16/2025 11:30:00,21.84,55.53,12.57,,,
196,04/16/2025 11:45:00,21.48,57.73,12.82,,,
197,04/16/2025 12:00:00,22.10,54.28,12.46,,,
198,04/16/2025 12:15:00,22.13,55.05,12.70,,,
199,04/16/2025 12:30:00,22.18,52.88,12.13,,,
200,04/16/2025 12:45:00,21.79,54.23,12.15,,,
201,04/16/2025 13:00:00,21.23,60.17,13.22,,,
202,04/16/2025 13:15:00,21.77,54.17,12.12,,,
203,04/16/2025 13:30:00,20.79,55.03,11.45,,,
204,04/16/2025 13:45:00,21.47,56.29,12.42,,,
205,04/16/2025 14:00:00,21.46,53.42,11.62,,,
206,04/16/2025 14:15:00,21.68,54.98,12.26,,,
207,04/16/2025 14:30:00,20.63,57.28,11.91,,,
208,04/16/2025 14:45:00,20.96,58.52,12.54,,,
209,04/16/2025 15:00:00,20.61,56.42,11.66,,,
210,04/16/2025 15:15:00,20.55,58.56,12.16,,,
211,04/16/2025 15:30:00,20.70,57.24,11.96,,,
212,04/16/2025 15:45:00,20.33,56.80,11.50,,,
213,04/16/2025 16:00:00,20.55,58.80,12.22,,,
214,04/16/2025 16:15:00,20.76,56.39,11.79,,,
215,04/16/2025 16:30:00,20.61,56.08,11.57,,,
216,04/16/2025 16:45:00,19.98,57.09,11.25,,,
217,04/16/2025 17:00:00,20.09,58.81,11.79,,,
218,04/16/2025 17:15:00,20.51,56.77,11.66,,,
219,04/16/2025 17:30:00,20.71,56.78,11.84,,,
220,04/16/2025 17:45:00,20.48,56.36,11.52,,,
221,04/16/2025 18:00:00,20.44,57.20,11.71,,,
222,04/16/2025 18:15:00,20.25,57.15,11.51,,,
223,04/16/2025 18:30:00,19.94,57.83,11.40,,,
224,04/16/2025 18:45:00,19.87,58.14,11.42,,,
225,04/16/2025 19:00:00,19.60,58.97,11.38,,,
226,04/16/2025 19:15:00,19.21,61.63,11.68,,,
227,04/16/2025 19:30:00,18.95,63.07,11.78,,,
228,04/16/2025 19:45:00,18.55,64.32,11.71,,,
229,04/16/2025 20:00:00,18.14,65.49,11.59,,,
230,04/16/2025 20:15:00,17.66,67.24,11.53,,,
231,04/16/2025 20:30:00,17.18,68.72,11.40,,,
232,04/16/2025 20:45:00,16.76,69.92,11.26,,,
233,04/16/2025 21:00:00,16.46,70.86,11.17,,,
234,04/16/2025 21:15:00,16.06,72.41,11.12,,,
235,04/16/2025 21:30:00,16.05,71.92,11.01,,,
236,04/16/2025 21:45:00,15.93,71.40,10.78,,,
237,04/16/2025 22:00:00,15.74,71.33,10.58,,,
238,04/16/2025 22:15:00,15.54,71.38,10.40,,,
239,04/16/2025 22:30:00,15.15,72.22,10.20,,,
240,04/16/2025 22:45:00,15.08,72.73,10.23,,,
241,04/16/2025 23:00:00,15.06,72.31,10.13,,,
242,04/16/2025 23:15:00,14.80,72.99,10.02,,,
243,04/16/2025 23:30:00,14.65,73.66,10.01,,,
244,04/16/2025 23:45:00,14.55,73.72,9.93,,,
245,04/17/2025 00:00:00,14.27,74.77,9.87,,,
246,04/17/2025 00:15:00,14.45,74.85,10.06,,,
247,04/17/2025 00:30:00,14.63,73.92,10.04,,,
248,04/17/2025 00:45:00,14.63,73.68,10.00,,,
249,04/17/2025 01:00:00,14.41,73.96,9.84,,,
250,04/17/2025 01:15:00,14.28,74.13,9.75,,,
251,04/17/2025 01:30:00,14.28,74.11,9.75,,,
252,04/17/2025 01:45:00,14.51,73.22,9.79,,,
253,04/17/2025 02:00:00,14.63,72.33,9.72,,,
254,04/17/2025 02:15:00,14.75,71.95,9.76,,,
255,04/17/2025 02:30:00,14.57,71.63,9.52,,,
256,04/17/2025 02:45:00,14.34,72.53,9.48,,,
257,04/17/2025 03:00:00,14.39,72.50,9.53,,,
258,04/17/2025 03:15:00,14.47,72.15,9.53,,,
259,04/17/2025 03:30:00,14.42,72.31,9.52,,,
260,04/17/2025 03:45:00,14.25,72.93,9.48,,,
261,04/17/2025 04:00:00,13.89,74.38,9.42,,,
262,04/17/2025 04:15:00,13.79,74.75,9.40,,,
263,04/17/2025 04:30:00,13.69,75.22,9.40,,,
264,04/17/2025 04:45:00,13.53,75.64,9.33,,,
265,04/17/2025 05:00:00,13.27,76.18,9.18,,,
266,04/17/2025 05:15:00,12.95,77.00,9.03,,,
267,04/17/2025 05:30:00,12.96,77.77,9.19,,,
268,04/17/2025 05:45:00,12.88,77.50,9.05,,,
269,04/17/2025 06:00:00,12.52,78.59,8.92,,,
270,04/17/2025 06:15:00,12.53,78.78,8.96,,,
271,04/17/2025 06:30:00,12.18,77.45,8.37,,,
272,04/17/2025 06:45:00,11.79,78.85,8.26,,,
273,04/17/2025 07:00:00,11.79,81.96,8.83,,,
274,04/17/2025 07:15:00,12.66,80.43,9.40,,,
275,04/17/2025 07:30:00,13.48,77.61,9.66,,,
276,04/17/2025 07:45:00,14.03,75.84,9.84,,,
277,04/17/2025 08:00:00,13.94,75.34,9.66,,,
278,04/17/2025 08:15:00,14.24,76.04,10.09,,,
279,04/17/2025 08:30:00,15.34,73.26,10.60,,,
280,04/17/2025 08:45:00,16.28,70.72,10.97,,,
281,04/17/2025 09:00:00,17.35,68.32,11.47,,,
282,04/17/2025 09:15:00,17.92,65.24,11.32,,,
283,04/17/2025 09:30:00,18.36,64.97,11.68,,,
284,04/17/2025 09:45:00,19.00,62.23,11.63,,,
285,04/17/2025 10:00:00,19.54,62.90,12.30,,,
286,04/17/2025 10:15:00,20.00,60.51,12.15,,,
287,04/17/2025 10:30:00,20.62,58.72,12.27,,,
288,04/17/2025 10:45:00,21.23,57.12,12.43,,,
289,04/17/2025 11:00:00,21.79,55.09,12.39,,,
290,04/17/2025 11:15:00,22.14,53.75,12.35,,,
291,04/17/2025 11:30:00,22.62,53.95,12.84,,,
292,04/17/2025 11:45:00,23.14,52.50,12.91,,,
293,04/17/2025 12:00:00,23.42,52.03,13.03,,,
294,04/17/2025 12:15:00,23.59,50.94,12.87,,,
295,04/17/2025 12:30:00,24.20,51.26,13.52,,,
296,04/17/2025 12:45:00,24.32,48.99,12.94,,,
297,04/17/2025 13:00:00,24.46,49.35,13.18,,,
298,04/17/2025 13:15:00,24.82,47.86,13.03,,,
299,04/17/2025 13:30:00,24.77,48.20,13.10,,,
300,04/17/2025 13:45:00,24.70,49.18,13.34,,,
301,04/17/2025 14:00:00,24.58,48.55,13.04,,,
302,04/17/2025 14:15:00,24.25,50.68,13.39,,,
303,04/17/2025 14:30:00,24.33,52.61,14.05,,,
304,04/17/2025 14:45:00,24.58,52.04,14.10,,,
305,04/17/2025 15:00:00,24.54,51.30,13.84,,,
306,04/17/2025 15:15:00,23.25,51.83,12.81,,,
307,04/17/2025 15:30:00,21.87,54.48,12.30,,,
308,04/17/2025 15:45:00,20.43,55.44,11.22,,,
309,04/17/2025 16:00:00,19.29,58.18,10.89,,,
310,04/17/2025 16:15:00,18.61,59.40,10.56,,,
311,04/17/2025 16:30:00,17.91,61.06,10.31,,,
312,04/17/2025 16:45:00,17.22,62.01,9.90,,,
313,04/17/2025 17:00:00,16.61,63.81,9.74,,,
314,04/17/2025 17:15:00,15.82,64.86,9.24,,,
315,04/17/2025 17:30:00,15.00,66.81,8.90,,,
316,04/17/2025 17:45:00,14.63,67.70,8.73,,,
317,04/17/2025 18:00:00,14.69,69.13,9.11,,,
318,04/17/2025 18:15:00,14.64,69.46,9.13,,,
319,04/17/2025 18:30:00,14.54,70.35,9.22,,,
320,04/17/2025 18:45:00,14.28,71.65,9.25,,,
321,04/17/2025 19:00:00,13.93,71.82,8.94,,,
322,04/17/2025 19:15:00,13.49,73.27,8.81,,,
323,04/17/2025 19:30:00,13.03,74.86,8.69,,,
324,04/17/2025 19:45:00,12.61,75.38,8.38,,,
325,04/17/2025 20:00:00,12.15,77.08,8.27,,,
326,04/17/2025 20:15:00,11.67,78.82,8.13,,,
327,04/17/2025 20:30:00,11.37,80.59,8.16,,,
328,04/17/2025 20:45:00,11.24,81.66,8.23,,,
329,04/17/2025 21:00:00,11.17,82.35,8.29,,,
330,04/17/2025 21:15:00,11.13,82.70,8.31,,,
331,04/17/2025 21:30:00,11.01,83.05,8.26,,,
332,04/17/2025 21:45:00,10.95,83.37,8.25,,,
333,04/17/2025 22:00:00,10.84,83.54,8.18,,,
334,04/17/2025 22:15:00,10.72,83.70,8.09,,,
335,04/17/2025 22:30:00,10.55,83.90,7.95,,,
336,04/17/2025 22:45:00,10.44,84.50,7.95,,,
337,04/17/2025 23:00:00,10.41,84.85,7.98,,,
338,04/17/2025 23:15:00,10.38,85.16,8.01,,,
339,04/17/2025 23:30:00,10.44,85.44,8.12,,,
340,04/17/2025 23:45:00,10.43,85.34,8.09,,,
341,04/18/2025 00:00:00,10.34,85.29,7.99,,,
342,04/18/2025 00:15:00,10.26,85.10,7.88,,,
343,04/18/2025 00:30:00,10.20,85.08,7.81,,,
344,04/18/2025 00:45:00,10.18,85.70,7.90,,,
345,04/18/2025 01:00:00,10.23,86.38,8.07,,,
346,04/18/2025 01:15:00,10.27,86.67,8.16,,,
347,04/18/2025 01:30:00,10.18,86.69,8.07,,,
348,04/18/2025 01:45:00,10.08,86.87,8.00,,,
349,04/18/2025 02:00:00,10.07,87.07,8.03,,,
350,04/18/2025 02:15:00,10.13,87.30,8.13,,,
351,04/18/2025 02:30:00,10.15,87.47,8.18,,,
352,04/18/2025 02:45:00,10.21,87.61,8.25,,,
353,04/18/2025 03:00:00,10.27,87.74,8.34,,,
354,04/18/2025 03:15:00,10.23,87.76,8.30,,,
355,04/18/2025 03:30:00,9.90,86.88,7.82,,,
356,04/18/2025 03:45:00,9.53,85.70,7.27,,,
357,04/18/2025 04:00:00,9.38,85.08,7.01,,,
358,04/18/2025 04:15:00,9.34,85.36,7.02,,,
359,04/18/2025 04:30:00,9.42,86.00,7.21,,,
360,04/18/2025 04:45:00,9.53,86.59,7.42,,,
361,04/18/2025 05:00:00,9.65,87.12,7.62,,,
362,04/18/2025 05:15:00,9.76,87.66,7.82,,,
363,04/18/2025 05:30:00,9.91,88.02,8.03,,,
364,04/18/2025 05:45:00,10.05,88.20,8.19,,,
365,04/18/2025 06:00:00,10.09,88.32,8.26,,,
366,04/18/2025 06:15:00,10.13,88.37,8.31,,,
367,04/18/2025 06:30:00,10.05,88.43,8.23,,,
368,04/18/2025 06:45:00,10.07,88.53,8.27,,,
369,04/18/2025 07:00:00,10.08,88.57,8.29,,,
370,04/18/2025 07:15:00,10.04,88.53,8.24,,,
371,04/18/2025 07:30:00,10.03,88.60,8.24,,,
372,04/18/2025 07:45:00,10.07,88.67,8.29,,,
373,04/18/2025 08:00:00,10.01,88.65,8.24,,,
374,04/18/2025 08:15:00,10.04,88.78,8.28,,,
375,04/18/2025 08:30:00,10.13,88.84,8.39,,,
376,04/18/2025 08:45:00,10.22,88.91,8.48,,,
377,04/18/2025 09:00:00,10.28,88.89,8.54,,,
378,04/18/2025 09:15:00,10.15,88.75,8.39,,,
379,04/18/2025 09:30:00,10.06,88.70,8.29,,,
380,04/18/2025 09:45:00,10.07,88.73,8.30,,,
381,04/18/2025 10:00:00,10.03,88.61,8.24,,,
382,04/18/2025 10:15:00,10.09,88.76,8.33,,,
383,04/18/2025 10:30:00,10.07,88.70,8.30,,,
384,04/18/2025 10:45:00,10.18,88.81,8.42,,,
385,04/18/2025 11:00:00,10.52,89.03,8.80,,,
386,04/18/2025 11:15:00,10.63,88.98,8.90,,,
387,04/18/2025 11:30:00,10.59,88.75,8.83,,,
388,04/18/2025 11:45:00,10.55,88.42,8.73,,,
389,04/18/2025 12:00:00,10.49,88.26,8.64,,,
390,04/18/2025 12:15:00,10.46,88.22,8.61,,,
391,04/18/2025 12:30:00,10.52,88.29,8.67,,,
392,04/18/2025 12:45:00,10.64,88.29,8.79,,,
393,04/18/2025 13:00:00,10.57,88.15,8.70,,,
394,04/18/2025 13:15:00,10.55,88.06,8.67,,,
395,04/18/2025 13:30:00,10.51,87.76,8.57,,,
396,04/18/2025 13:45:00,10.43,87.72,8.50,,,
397,04/18/2025 14:00:00,10.36,87.50,8.38,,,
398,04/18/2025 14:15:00,10.21,87.28,8.20,,,
399,04/18/2025 14:30:00,10.10,87.23,8.08,,,
400,04/18/2025 14:45:00,9.96,87.01,7.91,,,
401,04/18/2025 15:00:00,9.70,86.67,7.60,,,
402,04/18/2025 15:15:00,9.61,86.98,7.56,,,
403,04/18/2025 15:30:00,9.72,87.54,7.77,,,
404,04/18/2025 15:45:00,10.06,87.93,8.16,,,
405,04/18/2025 16:00:00,10.16,85.96,7.93,,,
406,04/18/2025 16:15:00,10.57,86.28,8.39,,,
407,04/18/2025 16:30:00,10.97,85.72,8.68,,,
408,04/18/2025 16:45:00,10.96,81.14,7.86,,,
409,04/18/2025 17:00:00,10.73,79.88,7.41,,,
410,04/18/2025 17:15:00,10.34,80.95,7.22,,,
411,04/18/2025 17:30:00,10.19,80.80,7.05,,,
412,04/18/2025 17:45:00,9.95,80.86,6.83,,,
413,04/18/2025 18:00:00,9.75,80.76,6.61,,,
414,04/18/2025 18:15:00,9.60,81.46,6.59,,,
415,04/18/2025 18:30:00,9.49,80.87,6.38,,,
416,04/18/2025 18:45:00,9.34,81.28,6.31,,,
417,04/18/2025 19:00:00,9.23,81.62,6.26,,,
418,04/18/2025 19:15:00,9.11,81.50,6.13,,,
419,04/18/2025 19:30:00,9.07,81.95,6.16,,,
420,04/18/2025 19:45:00,9.00,82.15,6.12,,,
421,04/18/2025 20:00:00,8.93,81.92,6.02,,,
422,04/18/2025 20:15:00,8.81,81.99,5.92,,,
423,04/18/2025 20:30:00,8.75,82.36,5.92,,,
424,04/18/2025 20:45:00,8.70,82.97,5.97,,,
425,04/18/2025 21:00:00,8.67,83.24,6.00,,,
426,04/18/2025 21:15:00,8.66,83.53,6.04,,,
427,04/18/2025 21:30:00,8.68,83.79,6.11,,,
428,04/18/2025 21:45:00,8.64,83.62,6.03,,,
429,04/18/2025 22:00:00,8.64,83.45,6.01,,,
430,04/18/2025 22:15:00,8.62,83.57,6.00,,,
431,04/18/2025 22:30:00,8.59,83.90,6.03,,,
432,04/18/2025 22:45:00,8.59,84.57,6.14,,,
433,04/18/2025 23:00:00,8.56,84.86,6.16,,,
434,04/18/2025 23:15:00,8.57,84.94,6.19,,,
435,04/18/2025 23:30:00,8.53,84.69,6.11,,,
436,04/18/2025 23:45:00,8.52,84.06,5.99,,,
437,04/19/2025 00:00:00,8.53,83.98,5.99,,,
438,04/19/2025 00:15:00,8.50,83.66,5.90,,,
439,04/19/2025 00:30:00,8.51,83.49,5.89,,,
440,04/19/2025 00:45:00,8.52,83.32,5.87,,,
441,04/19/2025 01:00:00,8.55,83.26,5.88,,,
442,04/19/2025 01:15:00,8.59,83.94,6.04,,,
443,04/19/2025 01:30:00,8.64,84.73,6.23,,,
444,04/19/2025 01:45:00,8.66,84.72,6.24,,,
445,04/19/2025 02:00:00,8.66,84.68,6.24,,,
446,04/19/2025 02:15:00,8.71,84.76,6.29,,,
447,04/19/2025 02:30:00,8.70,85.35,6.38,,,
448,04/19/2025 02:45:00,8.67,85.99,6.47,,,
449,04/19/2025 03:00:00,8.60,86.42,6.47,,,
450,04/19/2025 03:15:00,8.56,86.80,6.49,,,
451,04/19/2025 03:30:00,8.45,87.04,6.42,,,
452,04/19/2025 03:45:00,8.37,87.30,6.39,,,
453,04/19/2025 04:00:00,8.34,87.52,6.40,,,
454,04/19/2025 04:15:00,8.22,87.56,6.29,,,
455,04/19/2025 04:30:00,8.06,87.61,6.14,,,
456,04/19/2025 04:45:00,7.92,87.60,6.00,,,
457,04/19/2025 05:00:00,7.77,87.67,5.86,,,
458,04/19/2025 05:15:00,7.69,87.85,5.81,,,
459,04/19/2025 05:30:00,7.75,88.23,5.94,,,
460,04/19/2025 05:45:00,7.76,88.42,5.98,,,
461,04/19/2025 06:00:00,7.73,88.46,5.95,,,
462,04/19/2025 06:15:00,7.72,88.57,5.96,,,
463,04/19/2025 06:30:00,7.68,88.57,5.92,,,
