#,Date-Time (CEST),Temperature   (°C),RH   (%),Dew Point   (°C),Started,Host Connected,End of File
39,04/14/2025 20:15:00,13.33,62.99,6.44,,,
40,04/14/2025 20:30:00,12.71,63.91,6.06,,,
41,04/14/2025 20:45:00,12.34,65.94,6.17,,,
42,04/14/2025 21:00:00,12.02,66.73,6.04,,,
43,04/14/2025 21:15:00,11.86,69.03,6.37,,,
44,04/14/2025 21:30:00,11.51,68.58,5.94,,,
45,04/14/2025 21:45:00,11.39,69.92,6.11,,,
46,04/14/2025 22:00:00,11.12,71.03,6.08,,,
47,04/14/2025 22:15:00,11.04,70.77,5.95,,,
48,04/14/2025 22:30:00,11.13,71.10,6.10,,,
49,04/14/2025 22:45:00,10.93,71.68,6.02,,,
50,04/14/2025 23:00:00,10.73,73.36,6.17,,,
51,04/14/2025 23:15:00,10.42,74.22,6.04,,,
52,04/14/2025 23:30:00,10.14,74.69,5.86,,,
53,04/14/2025 23:45:00,9.95,75.14,5.76,,,
54,04/15/2025 00:00:00,9.78,75.33,5.63,,,
55,04/15/2025 00:15:00,9.70,75.71,5.63,,,
56,04/15/2025 00:30:00,9.60,75.71,5.53,,,
57,04/15/2025 00:45:00,9.56,75.87,5.53,,,
58,04/15/2025 01:00:00,9.72,75.48,5.61,,,
59,04/15/2025 01:15:00,9.88,75.16,5.69,,,
60,04/15/2025 01:30:00,10.06,74.82,5.81,,,
61,04/15/2025 01:45:00,10.07,74.46,5.75,,,
62,04/15/2025 02:00:00,10.06,74.22,5.69,,,
63,04/15/2025 02:15:00,9.94,74.27,5.58,,,
64,04/15/2025 02:30:00,9.79,74.45,5.47,,,
65,04/15/2025 02:45:00,9.68,74.55,5.39,,,
66,04/15/2025 03:00:00,9.45,74.69,5.19,,,
67,04/15/2025 03:15:00,9.29,75.30,5.15,,,
68,04/15/2025 03:30:00,9.21,75.64,5.14,,,
69,04/15/2025 03:45:00,9.16,75.54,5.07,,,
70,04/15/2025 04:00:00,9.08,75.70,5.03,,,
71,04/15/2025 04:15:00,8.98,76.15,5.02,,,
72,04/15/2025 04:30:00,9.14,75.95,5.13,,,
73,04/15/2025 04:45:00,9.46,74.93,5.25,,,
74,04/15/2025 05:00:00,9.53,74.77,5.29,,,
75,04/15/2025 05:15:00,9.70,73.96,5.30,,,
76,04/15/2025 05:30:00,9.92,73.00,5.32,,,
77,04/15/2025 05:45:00,10.35,71.59,5.45,,,
78,04/15/2025 06:00:00,10.41,71.33,5.46,,,
79,04/15/2025 06:15:00,10.39,71.58,5.49,,,
80,04/15/2025 06:30:00,10.62,70.87,5.56,,,
81,04/15/2025 06:45:00,10.75,71.36,5.79,,,
82,04/15/2025 07:00:00,11.00,71.00,5.96,,,
83,04/15/2025 07:15:00,11.13,72.86,6.46,,,
84,04/15/2025 07:30:00,11.48,73.08,6.84,,,
85,04/15/2025 07:45:00,11.91,72.42,7.12,,,
86,04/15/2025 08:00:00,12.40,72.07,7.52,,,
87,04/15/2025 08:15:00,12.55,72.76,7.80,,,
88,04/15/2025 08:30:00,13.20,71.82,8.24,,,
89,04/15/2025 08:45:00,13.71,71.39,8.65,,,
90,04/15/2025 09:00:00,13.69,72.01,8.75,,,
91,04/15/2025 09:15:00,14.01,72.76,9.22,,,
92,04/15/2025 09:30:00,14.59,71.77,9.57,,,
93,04/15/2025 09:45:00,14.80,71.85,9.78,,,
94,04/15/2025 10:00:00,14.84,72.28,9.91,,,
95,04/15/2025 10:15:00,15.18,72.10,10.21,,,
96,04/15/2025 10:30:00,15.53,71.70,10.45,,,
97,04/15/2025 10:45:00,16.01,70.79,10.73,,,
98,04/15/2025 11:00:00,16.45,69.93,10.96,,,
99,04/15/2025 11:15:00,17.25,68.89,11.51,,,
100,04/15/2025 11:30:00,17.97,66.11,11.57,,,
101,04/15/2025 11:45:00,18.23,65.76,11.74,,,
102,04/15/2025 12:00:00,18.52,66.54,12.19,,,
103,04/15/2025 12:15:00,18.77,64.58,11.97,,,
104,04/15/2025 12:30:00,19.24,63.88,12.25,,,
105,04/15/2025 12:45:00,19.67,63.21,12.50,,,
106,04/15/2025 13:00:00,20.02,62.16,12.58,,,
107,04/15/2025 13:15:00,20.18,62.17,12.73,,,
108,04/15/2025 13:30:00,20.87,60.36,12.93,,,
109,04/15/2025 13:45:00,21.16,60.79,13.31,,,
110,04/15/2025 14:00:00,21.58,58.62,13.14,,,
111,04/15/2025 14:15:00,21.83,56.38,12.79,,,
112,04/15/2025 14:30:00,21.99,56.40,12.94,,,
113,04/15/2025 14:45:00,22.06,56.20,12.95,,,
114,04/15/2025 15:00:00,22.32,55.80,13.08,,,
115,04/15/2025 15:15:00,22.61,53.58,12.73,,,
116,04/15/2025 15:30:00,22.37,54.68,12.82,,,
117,04/15/2025 15:45:00,22.58,52.14,12.29,,,
118,04/15/2025 16:00:00,22.75,49.89,11.77,,,
119,04/15/2025 16:15:00,22.35,49.75,11.36,,,
120,04/15/2025 16:30:00,22.08,50.70,11.40,,,
121,04/15/2025 16:45:00,21.95,52.07,11.69,,,
122,04/15/2025 17:00:00,21.64,53.23,11.73,,,
123,04/15/2025 17:15:00,21.80,47.93,10.30,,,
124,04/15/2025 17:30:00,21.72,47.97,10.23,,,
125,04/15/2025 17:45:00,21.57,49.58,10.59,,,
126,04/15/2025 18:00:00,21.43,48.59,10.16,,,
127,04/15/2025 18:15:00,21.46,47.85,9.96,,,
128,04/15/2025 18:30:00,21.31,48.65,10.07,,,
129,04/15/2025 18:45:00,21.10,48.63,9.88,,,
130,04/15/2025 19:00:00,20.87,50.61,10.26,,,
131,04/15/2025 19:15:00,20.57,51.63,10.28,,,
132,04/15/2025 19:30:00,20.43,52.95,10.53,,,
133,04/15/2025 19:45:00,20.14,54.36,10.66,,,
134,04/15/2025 20:00:00,19.95,55.57,10.81,,,
135,04/15/2025 20:15:00,19.61,57.40,10.99,,,
136,04/15/2025 20:30:00,19.39,58.82,11.14,,,
137,04/15/2025 20:45:00,19.15,59.89,11.19,,,
138,04/15/2025 21:00:00,18.94,60.90,11.24,,,
139,04/15/2025 21:15:00,18.69,62.03,11.29,,,
140,04/15/2025 21:30:00,18.41,63.47,11.37,,,
141,04/15/2025 21:45:00,18.02,64.95,11.34,,,
142,04/15/2025 22:00:00,17.64,66.50,11.34,,,
143,04/15/2025 22:15:00,17.22,67.43,11.15,,,
144,04/15/2025 22:30:00,16.92,68.35,11.07,,,
145,04/15/2025 22:45:00,16.76,68.79,11.01,,,
146,04/15/2025 23:00:00,16.46,69.55,10.89,,,
147,04/15/2025 23:15:00,16.08,70.88,10.82,,,
148,04/15/2025 23:30:00,15.82,71.94,10.78,,,
149,04/15/2025 23:45:00,15.91,72.05,10.90,,,
150,04/16/2025 00:00:00,16.04,71.96,11.00,,,
151,04/16/2025 00:15:00,15.99,72.21,11.00,,,
152,04/16/2025 00:30:00,15.95,72.33,10.99,,,
153,04/16/2025 00:45:00,15.81,72.60,10.91,,,
154,04/16/2025 01:00:00,15.73,72.79,10.88,,,
155,04/16/2025 01:15:00,15.44,73.36,10.71,,,
156,04/16/2025 01:30:00,15.15,73.96,10.56,,,
157,04/16/2025 01:45:00,14.94,74.48,10.46,,,
158,04/16/2025 02:00:00,14.62,74.41,10.13,,,
159,04/16/2025 02:15:00,14.20,75.38,9.92,,,
160,04/16/2025 02:30:00,13.95,76.01,9.81,,,
161,04/16/2025 02:45:00,13.62,76.24,9.53,,,
162,04/16/2025 03:00:00,13.39,78.15,9.68,,,
163,04/16/2025 03:15:00,13.16,76.94,9.22,,,
164,04/16/2025 03:30:00,12.60,79.72,9.20,,,
165,04/16/2025 03:45:00,12.53,80.54,9.29,,,
166,04/16/2025 04:00:00,12.65,81.34,9.55,,,
167,04/16/2025 04:15:00,12.91,80.72,9.69,,,
168,04/16/2025 04:30:00,12.99,80.60,9.74,,,
169,04/16/2025 04:45:00,12.67,81.21,9.55,,,
170,04/16/2025 05:00:00,12.70,82.31,9.77,,,
171,04/16/2025 05:15:00,12.90,81.98,9.91,,,
172,04/16/2025 05:30:00,13.07,82.02,10.09,,,
173,04/16/2025 05:45:00,13.17,81.70,10.12,,,
174,04/16/2025 06:00:00,13.11,81.69,10.07,,,
175,04/16/2025 06:15:00,13.04,82.36,10.12,,,
176,04/16/2025 06:30:00,12.94,82.14,9.98,,,
177,04/16/2025 06:45:00,12.67,82.52,9.79,,,
178,04/16/2025 07:00:00,12.47,83.27,9.73,,,
179,04/16/2025 07:15:00,12.43,83.57,9.74,,,
180,04/16/2025 07:30:00,12.61,83.86,9.97,,,
181,04/16/2025 07:45:00,13.27,83.17,10.49,,,
182,04/16/2025 08:00:00,13.93,80.13,10.58,,,
183,04/16/2025 08:15:00,14.19,79.65,10.74,,,
184,04/16/2025 08:30:00,14.67,78.24,10.94,,,
185,04/16/2025 08:45:00,14.95,77.41,11.05,,,
186,04/16/2025 09:00:00,15.31,76.36,11.19,,,
187,04/16/2025 09:15:00,15.77,75.28,11.43,,,
188,04/16/2025 09:30:00,16.17,75.44,11.84,,,
189,04/16/2025 09:45:00,16.75,72.26,11.75,,,
190,04/16/2025 10:00:00,17.03,71.66,11.89,,,
191,04/16/2025 10:15:00,17.40,70.54,12.01,,,
192,04/16/2025 10:30:00,18.02,69.49,12.37,,,
193,04/16/2025 10:45:00,17.85,68.00,11.89,,,
194,04/16/2025 11:00:00,17.84,68.58,12.00,,,
195,04/16/2025 11:15:00,18.22,66.59,11.92,,,
196,04/16/2025 11:30:00,18.19,66.92,11.96,,,
197,04/16/2025 11:45:00,18.38,67.35,12.24,,,
198,04/16/2025 12:00:00,18.70,67.43,12.57,,,
199,04/16/2025 12:15:00,19.03,65.36,12.41,,,
200,04/16/2025 12:30:00,19.18,64.11,12.26,,,
201,04/16/2025 12:45:00,18.95,64.61,12.15,,,
202,04/16/2025 13:00:00,19.00,65.26,12.35,,,
203,04/16/2025 13:15:00,19.57,62.90,12.33,,,
204,04/16/2025 13:30:00,19.58,64.18,12.65,,,
205,04/16/2025 13:45:00,20.02,61.61,12.44,,,
206,04/16/2025 14:00:00,20.40,61.39,12.74,,,
207,04/16/2025 14:15:00,20.53,61.21,12.82,,,
208,04/16/2025 14:30:00,20.01,62.56,12.67,,,
209,04/16/2025 14:45:00,20.34,62.55,12.98,,,
210,04/16/2025 15:00:00,20.32,61.18,12.62,,,
211,04/16/2025 15:15:00,20.25,62.47,12.87,,,
212,04/16/2025 15:30:00,20.83,59.68,12.71,,,
213,04/16/2025 15:45:00,20.47,60.28,12.53,,,
214,04/16/2025 16:00:00,20.73,59.75,12.64,,,
215,04/16/2025 16:15:00,21.09,59.46,12.91,,,
216,04/16/2025 16:30:00,21.10,58.49,12.67,,,
217,04/16/2025 16:45:00,20.58,60.49,12.69,,,
218,04/16/2025 17:00:00,20.85,60.43,12.92,,,
219,04/16/2025 17:15:00,21.07,59.25,12.83,,,
220,04/16/2025 17:30:00,21.28,58.58,12.85,,,
221,04/16/2025 17:45:00,21.30,57.88,12.69,,,
222,04/16/2025 18:00:00,21.27,58.38,12.79,,,
223,04/16/2025 18:15:00,21.13,58.40,12.66,,,
224,04/16/2025 18:30:00,20.87,59.26,12.65,,,
225,04/16/2025 18:45:00,20.86,58.98,12.56,,,
226,04/16/2025 19:00:00,20.54,60.03,12.53,,,
227,04/16/2025 19:15:00,19.94,63.67,12.86,,,
228,04/16/2025 19:30:00,19.41,66.47,13.02,,,
229,04/16/2025 19:45:00,19.06,67.82,12.99,,,
230,04/16/2025 20:00:00,18.68,68.96,12.89,,,
231,04/16/2025 20:15:00,18.23,70.27,12.74,,,
232,04/16/2025 20:30:00,17.74,71.52,12.54,,,
233,04/16/2025 20:45:00,17.34,72.56,12.38,,,
234,04/16/2025 21:00:00,16.98,73.69,12.26,,,
235,04/16/2025 21:15:00,16.63,74.46,12.09,,,
236,04/16/2025 21:30:00,16.60,74.14,11.99,,,
237,04/16/2025 21:45:00,16.45,73.94,11.81,,,
238,04/16/2025 22:00:00,16.26,73.94,11.62,,,
239,04/16/2025 22:15:00,16.06,74.06,11.46,,,
240,04/16/2025 22:30:00,15.78,74.47,11.27,,,
241,04/16/2025 22:45:00,15.63,74.85,11.20,,,
242,04/16/2025 23:00:00,15.48,74.88,11.06,,,
243,04/16/2025 23:15:00,15.24,75.38,10.93,,,
244,04/16/2025 23:30:00,15.14,75.83,10.92,,,
245,04/16/2025 23:45:00,15.07,75.82,10.85,,,
246,04/17/2025 00:00:00,14.88,76.51,10.81,,,
247,04/17/2025 00:15:00,14.96,76.66,10.91,,,
248,04/17/2025 00:30:00,14.99,76.21,10.85,,,
249,04/17/2025 00:45:00,15.03,76.14,10.88,,,
250,04/17/2025 01:00:00,14.88,76.42,10.79,,,
251,04/17/2025 01:15:00,14.78,76.42,10.69,,,
252,04/17/2025 01:30:00,14.81,76.23,10.68,,,
253,04/17/2025 01:45:00,15.00,75.27,10.68,,,
254,04/17/2025 02:00:00,15.13,74.80,10.71,,,
255,04/17/2025 02:15:00,15.25,74.09,10.68,,,
256,04/17/2025 02:30:00,15.17,73.95,10.58,,,
257,04/17/2025 02:45:00,15.10,74.26,10.57,,,
258,04/17/2025 03:00:00,15.04,74.31,10.53,,,
259,04/17/2025 03:15:00,14.99,74.33,10.48,,,
260,04/17/2025 03:30:00,15.07,74.42,10.57,,,
261,04/17/2025 03:45:00,14.81,75.11,10.46,,,
262,04/17/2025 04:00:00,14.68,75.92,10.50,,,
263,04/17/2025 04:15:00,14.49,76.31,10.38,,,
264,04/17/2025 04:30:00,14.42,76.68,10.39,,,
265,04/17/2025 04:45:00,14.21,77.25,10.30,,,
266,04/17/2025 05:00:00,14.04,77.84,10.24,,,
267,04/17/2025 05:15:00,13.86,78.39,10.18,,,
268,04/17/2025 05:30:00,13.76,78.82,10.16,,,
269,04/17/2025 05:45:00,13.62,78.99,10.06,,,
270,04/17/2025 06:00:00,13.27,79.80,9.88,,,
271,04/17/2025 06:15:00,13.17,80.46,9.89,,,
272,04/17/2025 06:30:00,12.91,80.64,9.68,,,
273,04/17/2025 06:45:00,12.76,81.45,9.68,,,
274,04/17/2025 07:00:00,12.70,82.40,9.79,,,
275,04/17/2025 07:15:00,13.00,81.43,9.90,,,
276,04/17/2025 07:30:00,13.22,80.36,9.93,,,
277,04/17/2025 07:45:00,13.43,80.02,10.06,,,
278,04/17/2025 08:00:00,13.56,79.58,10.12,,,
279,04/17/2025 08:15:00,13.77,79.49,10.30,,,
280,04/17/2025 08:30:00,14.35,78.16,10.61,,,
281,04/17/2025 08:45:00,15.09,77.06,11.11,,,
282,04/17/2025 09:00:00,15.74,73.95,11.13,,,
283,04/17/2025 09:15:00,16.55,72.36,11.57,,,
284,04/17/2025 09:30:00,16.79,72.13,11.76,,,
285,04/17/2025 09:45:00,17.39,70.62,12.02,,,
286,04/17/2025 10:00:00,17.67,69.64,12.07,,,
287,04/17/2025 10:15:00,18.13,69.59,12.50,,,
288,04/17/2025 10:30:00,18.59,67.10,12.39,,,
289,04/17/2025 10:45:00,18.97,65.87,12.46,,,
290,04/17/2025 11:00:00,19.71,64.23,12.78,,,
291,04/17/2025 11:15:00,20.22,63.39,13.07,,,
292,04/17/2025 11:30:00,20.60,62.18,13.13,,,
293,04/17/2025 11:45:00,21.03,60.92,13.22,,,
294,04/17/2025 12:00:00,21.60,58.63,13.17,,,
295,04/17/2025 12:15:00,21.89,57.51,13.14,,,
296,04/17/2025 12:30:00,22.19,56.76,13.22,,,
297,04/17/2025 12:45:00,22.41,56.85,13.46,,,
298,04/17/2025 13:00:00,22.52,56.87,13.56,,,
299,04/17/2025 13:15:00,22.94,55.86,13.68,,,
300,04/17/2025 13:30:00,22.97,53.91,13.16,,,
301,04/17/2025 13:45:00,22.92,56.44,13.81,,,
302,04/17/2025 14:00:00,23.01,55.07,13.52,,,
303,04/17/2025 14:15:00,23.25,54.10,13.47,,,
304,04/17/2025 14:30:00,23.47,55.24,14.00,,,
305,04/17/2025 14:45:00,23.83,52.57,13.57,,,
306,04/17/2025 15:00:00,22.41,55.99,13.22,,,
307,04/17/2025 15:15:00,19.87,61.71,12.33,,,
308,04/17/2025 15:30:00,18.51,64.10,11.61,,,
309,04/17/2025 15:45:00,17.29,66.34,10.97,,,
310,04/17/2025 16:00:00,16.48,69.22,10.84,,,
311,04/17/2025 16:15:00,15.87,69.52,10.32,,,
312,04/17/2025 16:30:00,15.31,70.69,10.04,,,
313,04/17/2025 16:45:00,14.79,71.93,9.79,,,
314,04/17/2025 17:00:00,14.34,72.45,9.46,,,
315,04/17/2025 17:15:00,13.35,73.27,8.68,,,
316,04/17/2025 17:30:00,12.60,76.11,8.52,,,
317,04/17/2025 17:45:00,12.50,77.10,8.61,,,
318,04/17/2025 18:00:00,12.79,77.21,8.91,,,
319,04/17/2025 18:15:00,13.03,77.22,9.15,,,
320,04/17/2025 18:30:00,13.30,77.74,9.51,,,
321,04/17/2025 18:45:00,13.46,77.65,9.64,,,
322,04/17/2025 19:00:00,13.14,78.27,9.45,,,
323,04/17/2025 19:15:00,12.71,79.57,9.28,,,
324,04/17/2025 19:30:00,12.46,81.01,9.31,,,
325,04/17/2025 19:45:00,12.29,80.47,9.04,,,
326,04/17/2025 20:00:00,11.89,82.59,9.03,,,
327,04/17/2025 20:15:00,11.53,84.25,8.97,,,
328,04/17/2025 20:30:00,11.40,85.02,8.98,,,
329,04/17/2025 20:45:00,11.36,85.42,9.01,,,
330,04/17/2025 21:00:00,11.24,85.85,8.97,,,
331,04/17/2025 21:15:00,11.08,86.54,8.93,,,
332,04/17/2025 21:30:00,10.90,87.30,8.89,,,
333,04/17/2025 21:45:00,10.80,87.82,8.87,,,
334,04/17/2025 22:00:00,10.64,88.38,8.81,,,
335,04/17/2025 22:15:00,10.43,88.60,8.64,,,
336,04/17/2025 22:30:00,10.20,89.31,8.53,,,
337,04/17/2025 22:45:00,10.14,89.63,8.53,,,
338,04/17/2025 23:00:00,10.07,89.97,8.51,,,
339,04/17/2025 23:15:00,10.22,90.09,8.68,,,
340,04/17/2025 23:30:00,10.24,89.98,8.68,,,
341,04/17/2025 23:45:00,10.25,89.76,8.65,,,
342,04/18/2025 00:00:00,10.18,89.77,8.58,,,
343,04/18/2025 00:15:00,10.25,89.04,8.54,,,
344,04/18/2025 00:30:00,10.13,88.73,8.37,,,
345,04/18/2025 00:45:00,10.01,89.82,8.43,,,
346,04/18/2025 01:00:00,10.08,90.60,8.62,,,
347,04/18/2025 01:15:00,10.13,90.88,8.72,,,
348,04/18/2025 01:30:00,9.99,90.97,8.60,,,
349,04/18/2025 01:45:00,9.94,91.13,8.57,,,
350,04/18/2025 02:00:00,9.93,91.30,8.59,,,
351,04/18/2025 02:15:00,10.03,91.46,8.71,,,
352,04/18/2025 02:30:00,10.09,91.58,8.79,,,
353,04/18/2025 02:45:00,10.12,91.68,8.84,,,
354,04/18/2025 03:00:00,10.15,91.71,8.88,,,
355,04/18/2025 03:15:00,10.14,91.67,8.86,,,
356,04/18/2025 03:30:00,9.84,90.76,8.42,,,
357,04/18/2025 03:45:00,9.56,89.01,7.85,,,
358,04/18/2025 04:00:00,9.38,88.06,7.52,,,
359,04/18/2025 04:15:00,9.38,88.27,7.55,,,
360,04/18/2025 04:30:00,9.41,89.01,7.70,,,
361,04/18/2025 04:45:00,9.57,89.75,7.98,,,
362,04/18/2025 05:00:00,9.66,90.33,8.16,,,
363,04/18/2025 05:15:00,9.77,90.87,8.36,,,
364,04/18/2025 05:30:00,9.97,91.39,8.64,,,
365,04/18/2025 05:45:00,10.04,91.61,8.74,,,
366,04/18/2025 06:00:00,10.11,91.73,8.84,,,
367,04/18/2025 06:15:00,10.10,91.79,8.84,,,
368,04/18/2025 06:30:00,10.07,91.83,8.81,,,
369,04/18/2025 06:45:00,10.03,91.88,8.78,,,
370,04/18/2025 07:00:00,10.04,91.86,8.78,,,
371,04/18/2025 07:15:00,9.91,91.95,8.67,,,
372,04/18/2025 07:30:00,9.97,92.05,8.75,,,
373,04/18/2025 07:45:00,9.93,92.06,8.71,,,
374,04/18/2025 08:00:00,9.89,92.11,8.68,,,
375,04/18/2025 08:15:00,9.98,92.20,8.79,,,
376,04/18/2025 08:30:00,9.99,92.27,8.81,,,
377,04/18/2025 08:45:00,10.01,92.26,8.83,,,
378,04/18/2025 09:00:00,9.85,92.09,8.64,,,
379,04/18/2025 09:15:00,9.65,91.86,8.40,,,
380,04/18/2025 09:30:00,9.59,91.79,8.33,,,
381,04/18/2025 09:45:00,9.65,91.78,8.39,,,
382,04/18/2025 10:00:00,9.67,91.73,8.40,,,
383,04/18/2025 10:15:00,9.66,91.62,8.37,,,
384,04/18/2025 10:30:00,9.63,91.54,8.33,,,
385,04/18/2025 10:45:00,9.70,91.62,8.42,,,
386,04/18/2025 11:00:00,9.79,91.65,8.51,,,
387,04/18/2025 11:15:00,9.94,91.66,8.66,,,
388,04/18/2025 11:30:00,9.93,91.45,8.61,,,
389,04/18/2025 11:45:00,9.97,91.40,8.65,,,
390,04/18/2025 12:00:00,10.03,91.39,8.70,,,
391,04/18/2025 12:15:00,9.98,91.27,8.64,,,
392,04/18/2025 12:30:00,10.09,91.46,8.77,,,
393,04/18/2025 12:45:00,9.97,91.05,8.59,,,
394,04/18/2025 13:00:00,9.89,91.20,8.53,,,
395,04/18/2025 13:15:00,9.93,91.23,8.58,,,
396,04/18/2025 13:30:00,9.79,90.95,8.39,,,
397,04/18/2025 13:45:00,9.70,91.00,8.32,,,
398,04/18/2025 14:00:00,9.64,90.77,8.21,,,
399,04/18/2025 14:15:00,9.49,90.40,8.01,,,
400,04/18/2025 14:30:00,9.42,90.45,7.95,,,
401,04/18/2025 14:45:00,9.26,90.25,7.76,,,
402,04/18/2025 15:00:00,9.07,89.72,7.48,,,
403,04/18/2025 15:15:00,8.94,89.54,7.33,,,
404,04/18/2025 15:30:00,8.97,89.11,7.29,,,
405,04/18/2025 15:45:00,9.24,87.87,7.35,,,
406,04/18/2025 16:00:00,9.41,86.34,7.26,,,
407,04/18/2025 16:15:00,9.53,85.76,7.28,,,
408,04/18/2025 16:30:00,9.80,84.74,7.36,,,
409,04/18/2025 16:45:00,9.85,82.88,7.09,,,
410,04/18/2025 17:00:00,9.80,81.38,6.77,,,
411,04/18/2025 17:15:00,9.77,80.96,6.67,,,
412,04/18/2025 17:30:00,9.68,80.68,6.53,,,
413,04/18/2025 17:45:00,9.60,80.50,6.42,,,
414,04/18/2025 18:00:00,9.42,80.82,6.31,,,
415,04/18/2025 18:15:00,9.30,80.60,6.14,,,
416,04/18/2025 18:30:00,9.25,81.04,6.18,,,
417,04/18/2025 18:45:00,9.18,81.16,6.13,,,
418,04/18/2025 19:00:00,9.14,81.21,6.09,,,
419,04/18/2025 19:15:00,9.16,80.68,6.02,,,
420,04/18/2025 19:30:00,9.19,81.05,6.12,,,
421,04/18/2025 19:45:00,9.19,81.52,6.20,,,
422,04/18/2025 20:00:00,9.11,81.59,6.14,,,
423,04/18/2025 20:15:00,9.06,81.39,6.05,,,
424,04/18/2025 20:30:00,9.02,81.88,6.10,,,
425,04/18/2025 20:45:00,9.02,82.48,6.20,,,
426,04/18/2025 21:00:00,8.97,82.75,6.21,,,
427,04/18/2025 21:15:00,8.98,82.98,6.26,,,
428,04/18/2025 21:30:00,8.98,83.18,6.29,,,
429,04/18/2025 21:45:00,8.98,83.04,6.27,,,
430,04/18/2025 22:00:00,8.98,82.61,6.19,,,
431,04/18/2025 22:15:00,8.94,82.77,6.18,,,
432,04/18/2025 22:30:00,8.88,83.81,6.30,,,
433,04/18/2025 22:45:00,8.85,84.81,6.44,,,
434,04/18/2025 23:00:00,8.83,85.32,6.52,,,
435,04/18/2025 23:15:00,8.87,85.20,6.53,,,
436,04/18/2025 23:30:00,8.82,84.56,6.38,,,
437,04/18/2025 23:45:00,8.81,83.73,6.22,,,
438,04/19/2025 00:00:00,8.85,83.14,6.15,,,
439,04/19/2025 00:15:00,8.85,82.78,6.09,,,
440,04/19/2025 00:30:00,8.86,82.32,6.02,,,
441,04/19/2025 00:45:00,8.97,81.86,6.05,,,
442,04/19/2025 01:00:00,9.00,81.81,6.06,,,
443,04/19/2025 01:15:00,8.98,83.65,6.38,,,
444,04/19/2025 01:30:00,9.01,84.84,6.60,,,
445,04/19/2025 01:45:00,9.02,84.68,6.59,,,
446,04/19/2025 02:00:00,9.01,84.57,6.56,,,
447,04/19/2025 02:15:00,9.02,84.91,6.62,,,
448,04/19/2025 02:30:00,9.00,85.87,6.77,,,
449,04/19/2025 02:45:00,8.93,86.55,6.82,,,
450,04/19/2025 03:00:00,8.83,87.14,6.82,,,
451,04/19/2025 03:15:00,8.76,87.55,6.82,,,
452,04/19/2025 03:30:00,8.68,87.84,6.79,,,
453,04/19/2025 03:45:00,8.57,88.59,6.80,,,
454,04/19/2025 04:00:00,8.50,88.86,6.78,,,
455,04/19/2025 04:15:00,8.35,88.96,6.65,,,
456,04/19/2025 04:30:00,8.22,88.94,6.52,,,
457,04/19/2025 04:45:00,8.04,88.83,6.32,,,
458,04/19/2025 05:00:00,7.91,88.79,6.18,,,
459,04/19/2025 05:15:00,7.84,89.26,6.19,,,
460,04/19/2025 05:30:00,7.86,90.03,6.33,,,
461,04/19/2025 05:45:00,7.85,89.90,6.30,,,
462,04/19/2025 06:00:00,7.82,90.06,6.30,,,
463,04/19/2025 06:15:00,7.78,89.94,6.24,,,
